state,city,total_orders,total_customers,total_order_items,total_revenue,total_freight,average_order_value,average_freight_per_order,average_delivery_days,late_orders,late_delivery_rate_percent
BA,carinhanha,2,2,2,348.9,102.6,174.45,51.3,24.7,1,50.0
PR,tomazina,3,3,3,348.8,62.51,116.27,20.84,11.53,0,0.0
CE,forquilha,4,4,4,348.47,128.98,87.12,32.25,19.12,0,0.0
ES,sao roque do canaa,5,5,5,348.0,88.01,69.6,17.6,18.07,1,20.0
PA,augusto correa,3,3,3,347.99,92.01,116.0,30.67,9.85,0,0.0
SC,massaranduba,3,3,5,347.86,131.48,115.95,43.83,18.37,0,0.0
MG,bandeira,3,3,3,347.71,71.5,115.9,23.83,13.57,0,0.0
SP,moncoes,2,2,2,346.98,32.15,173.49,16.07,10.78,0,0.0
MA,governador eugenio barros,1,1,1,346.32,71.13,346.32,71.13,19.84,0,0.0
MG,serrania,2,2,2,345.89,36.28,172.94,18.14,16.2,1,50.0
PR,moreira sales,3,3,3,345.67,87.81,115.22,29.27,10.32,0,0.0
GO,ouvidor,1,1,3,345.0,56.07,345.0,56.07,13.31,0,0.0
MG,serra azul de minas,2,2,2,344.99,43.02,172.5,21.51,8.73,0,0.0
MG,tombos,4,4,4,344.79,75.31,86.2,18.83,18.3,0,0.0
CE,aratuba,2,2,2,343.9,85.84,171.95,42.92,23.95,0,0.0
SP,indiana,3,3,3,343.89,45.44,114.63,15.15,7.07,0,0.0
PA,dom eliseu,5,5,6,343.87,171.21,68.77,34.24,17.77,0,0.0
SP,pongai,4,4,5,343.8,85.25,85.95,21.31,11.42,0,0.0
SP,timburi,3,3,3,343.3,47.56,114.43,15.85,6.6,0,0.0
PE,sertania,4,4,4,343.29,136.63,85.82,34.16,19.33,1,25.0
MG,monte verde,3,3,3,343.1,120.35,114.37,40.12,31.54,2,66.67
SC,ascurra,4,4,4,342.6,71.65,85.65,17.91,18.8,1,25.0
PB,imaculada,3,3,3,340.89,131.02,113.63,43.67,40.34,2,66.67
MG,cambuquira,5,5,6,340.76,103.48,68.15,20.7,11.95,0,0.0
BA,iacu,4,4,4,340.7,159.15,85.17,39.79,24.44,0,0.0
RS,santa clara do sul,2,2,3,339.99,54.13,170.0,27.06,10.45,0,0.0
CE,pacuja,1,1,3,339.95,198.45,339.95,198.45,18.44,0,0.0
GO,nova veneza,4,4,4,339.95,79.05,84.99,19.76,14.81,0,0.0
CE,apuiares,2,2,2,339.89,81.67,169.94,40.84,22.23,0,0.0
MG,itacarambi,3,3,3,339.79,59.79,113.26,19.93,10.55,0,0.0
MT,nova lacerda,1,1,1,339.74,41.01,339.74,41.01,21.84,0,0.0
RN,carnaubais,2,2,2,339.0,90.65,169.5,45.33,14.65,0,0.0
MG,coroaci,2,2,2,338.9,36.09,169.45,18.05,12.03,0,0.0
RJ,tocos,2,2,2,338.9,42.57,169.45,21.29,8.13,0,0.0
PR,jundiai do sul,3,3,3,337.97,46.04,112.66,15.35,16.35,0,0.0
MG,sao domingos do prata,4,4,5,337.89,87.1,84.47,21.77,11.39,0,0.0
SP,nipoa,2,2,2,337.8,34.55,168.9,17.27,8.05,1,50.0
SP,jumirim,3,2,5,337.6,70.64,112.53,23.55,9.24,0,0.0
RS,arroio grande,3,3,4,336.77,121.07,112.26,40.36,23.77,1,33.33
SP,tejupa,3,2,3,335.18,47.22,111.73,15.74,11.15,0,0.0
GO,palmeiras de goias,3,3,3,334.8,72.53,111.6,24.18,25.14,1,33.33
SP,macedonia,4,4,4,334.21,54.22,83.55,13.55,9.83,0,0.0
CE,milagres,2,2,2,334.0,118.89,167.0,59.45,8.71,0,0.0
SP,glicerio,2,2,2,333.99,32.89,167.0,16.45,16.45,1,50.0
MA,dom pedro,3,3,5,333.77,104.91,111.26,34.97,19.71,1,33.33
AL,satuba,2,2,2,333.73,104.59,166.87,52.3,13.03,0,0.0
TO,xambioa,3,3,3,333.68,96.08,111.23,32.03,13.21,0,0.0
PR,santa monica,2,2,3,332.88,51.95,166.44,25.98,8.31,0,0.0
SC,guaruja do sul,4,4,4,331.44,64.19,82.86,16.05,18.11,1,25.0
PE,cumaru,2,2,2,330.99,68.99,165.5,34.5,25.07,1,50.0
PR,pien,4,4,4,330.4,74.97,82.6,18.74,17.2,1,25.0
PB,belem,1,1,1,330.0,53.03,330.0,53.03,18.09,0,0.0
RS,constantina,1,1,1,330.0,18.77,330.0,18.77,12.3,0,0.0
CE,monsenhor tabosa,3,3,3,329.8,82.52,109.93,27.51,20.97,0,0.0
BA,tanque novo,3,3,3,329.59,117.8,109.86,39.27,23.79,1,33.33
SP,iacanga,6,6,7,329.39,98.56,54.9,16.43,10.49,0,0.0
SP,jambeiro,4,4,6,329.26,65.78,82.31,16.45,10.94,0,0.0
PI,uniao,1,1,1,329.0,64.32,329.0,64.32,16.0,0,0.0
RS,hulha negra,1,1,1,329.0,43.06,329.0,43.06,29.38,0,0.0
PR,santa terezinha de itaipu,3,3,3,328.94,49.17,109.65,16.39,12.96,0,0.0
MT,arenapolis,2,2,3,328.85,67.61,164.43,33.8,11.91,0,0.0
MG,sao goncalo do rio preto,3,3,3,328.19,69.71,109.4,23.24,14.83,0,0.0
PA,nova ipixuna,1,1,2,328.0,189.03,328.0,189.03,9.45,0,0.0
PR,ribeirao do pinhal,5,5,5,328.0,119.33,65.6,23.87,12.38,0,0.0
MG,jesuania,5,5,6,327.98,133.11,65.6,26.62,14.06,1,20.0
SP,bento de abreu,2,2,3,327.98,43.5,163.99,21.75,4.33,0,0.0
SP,lavinia,4,4,4,326.8,63.61,81.7,15.9,8.38,0,0.0
RN,pendencias,2,2,2,326.5,83.52,163.25,41.76,18.67,0,0.0
RN,goianinha,3,3,4,325.3,129.41,108.43,43.14,13.63,0,0.0
BA,botupora,1,1,1,325.0,21.51,325.0,21.51,33.85,0,0.0
BA,pedrao,1,1,1,325.0,18.71,325.0,18.71,13.65,0,0.0
BA,serrolandia,2,2,2,325.0,38.66,162.5,19.33,16.45,0,0.0
CE,jucas,1,1,1,325.0,38.96,325.0,38.96,34.02,1,100.0
MG,vieiras,1,1,1,325.0,20.15,325.0,20.15,9.99,0,0.0
RN,montanhas,1,1,1,325.0,36.07,325.0,36.07,12.85,0,0.0
MG,tabuleiro,2,2,3,324.89,57.89,162.44,28.95,15.98,0,0.0
SP,arapei,2,2,2,324.89,28.82,162.44,14.41,10.59,0,0.0
MT,campinapolis,3,2,3,324.86,62.23,108.29,20.74,32.22,1,33.33
BA,barra do mendes,3,3,3,323.99,59.29,108.0,19.76,24.0,0,0.0
RS,sobradinho,3,3,3,323.9,79.21,107.97,26.4,10.03,0,0.0
BA,utinga,3,3,3,323.89,73.08,107.96,24.36,15.69,0,0.0
AL,porto calvo,2,2,2,323.39,74.54,161.69,37.27,25.95,0,0.0
RS,sao jose do hortencio,2,2,2,322.89,50.34,161.44,25.17,9.45,0,0.0
BA,cordeiros,1,1,1,322.75,40.89,322.75,40.89,16.91,0,0.0
MG,campestre,3,3,3,321.7,62.62,107.23,20.87,11.1,0,0.0
MA,sucupira do norte,2,2,2,319.9,84.3,159.95,42.15,14.87,0,0.0
MT,juruena,3,3,3,319.9,74.48,106.63,24.83,14.07,0,0.0
RS,caibate,1,1,1,319.9,20.34,319.9,20.34,7.18,0,0.0
AL,igaci,2,2,2,319.89,75.11,159.94,37.55,38.62,2,100.0
PR,santa izabel do oeste,2,2,2,319.89,36.46,159.94,18.23,12.27,0,0.0
GO,fazenda nova,4,4,4,319.79,87.98,79.95,22.0,13.18,0,0.0
MG,carmo da cachoeira,4,4,4,319.44,51.2,79.86,12.8,14.46,0,0.0
SP,palmeira d'oeste,5,5,5,319.18,77.73,63.84,15.55,12.92,0,0.0
PI,eliseu martins,3,3,3,318.98,84.08,106.33,28.03,10.99,0,0.0
AP,laranjal do jari,2,2,3,318.8,107.38,159.4,53.69,26.18,0,0.0
PR,joaquim tavora,3,3,4,317.98,74.03,105.99,24.68,13.12,1,33.33
SC,ita,3,3,3,317.89,50.14,105.96,16.71,12.22,0,0.0
MG,rio casca,5,5,6,317.43,116.04,63.49,23.21,9.83,0,0.0
ES,sooretama,5,5,7,317.36,138.99,63.47,27.8,15.31,1,20.0
BA,serra do ramalho,4,4,4,317.09,89.63,79.27,22.41,21.14,1,25.0
MG,sabinopolis,5,5,5,317.08,95.32,63.42,19.06,11.47,0,0.0
MG,dona euzebia,2,2,2,316.89,38.05,158.44,19.02,9.86,0,0.0
PE,ribeirao,4,4,4,316.4,118.13,79.1,29.53,22.14,0,0.0
MG,piranga,4,4,4,316.19,84.2,79.05,21.05,13.45,0,0.0
ES,iconha,5,5,5,315.74,74.39,63.15,14.88,15.12,0,0.0
MA,bacuri,3,2,3,315.42,128.79,105.14,42.93,18.14,0,0.0
SC,tunapolis,1,1,1,315.39,28.29,315.39,28.29,12.33,0,0.0
MA,coelho neto,3,2,3,314.9,103.7,104.97,34.57,21.19,0,0.0
TO,sitio novo do tocantins,2,1,4,314.9,161.37,157.45,80.69,23.24,1,50.0
MG,belo vale,3,3,3,313.8,60.68,104.6,20.23,8.86,0,0.0
MG,conceicao das pedras,4,4,5,313.59,98.46,78.4,24.62,10.98,0,0.0
MA,olho d'agua das cunhas,2,2,2,312.99,57.98,156.5,28.99,15.19,0,0.0
SC,rancho queimado,2,2,2,312.89,31.1,156.44,15.55,16.49,0,0.0
BA,itatim,3,3,4,312.69,87.77,104.23,29.26,14.93,0,0.0
PR,santa mariana,4,4,4,311.25,62.1,77.81,15.53,10.26,0,0.0
SP,sao jose da bela vista,3,3,4,310.84,68.23,103.61,22.74,10.7,0,0.0
MG,soledade de minas,5,5,5,309.94,84.84,61.99,16.97,11.17,0,0.0
MA,sao pedro da agua branca,1,1,1,309.9,26.66,309.9,26.66,19.18,0,0.0
AL,feliz deserto,2,2,2,309.89,113.86,154.94,56.93,21.39,0,0.0
MG,sao tomas de aquino,3,3,4,309.8,72.76,103.27,24.25,8.23,0,0.0
PE,tuparetama,3,3,3,309.8,127.89,103.27,42.63,9.95,0,0.0
SC,monte carlo,3,2,3,309.5,63.37,103.17,21.12,11.57,0,0.0
RS,sertao,3,3,5,309.49,100.86,103.16,33.62,14.26,0,0.0
BA,vereda,2,2,2,309.4,47.25,154.7,23.63,18.15,0,0.0
BA,pocoes,2,2,2,308.99,90.21,154.5,45.11,15.19,0,0.0
PR,mariluz,2,2,2,308.99,40.66,154.5,20.33,12.66,0,0.0
BA,curaca,3,3,3,308.9,233.34,102.97,77.78,36.61,2,66.67
SC,nova itaberaba,2,2,2,308.89,35.88,154.44,17.94,19.41,0,0.0
PR,reserva,3,3,4,308.6,62.95,102.87,20.98,10.55,0,0.0
MG,itanhomi,4,4,4,308.55,66.98,77.14,16.75,10.27,0,0.0
MG,volta grande,4,4,4,308.38,71.58,77.09,17.89,18.18,1,25.0
SP,ouro verde,3,3,3,307.97,48.07,102.66,16.02,8.77,0,0.0
ES,conceicao da barra,3,3,3,306.87,91.72,102.29,30.57,17.92,0,0.0
GO,mundo novo,2,2,2,306.0,34.15,153.0,17.07,10.82,0,0.0
RS,sao martinho,1,1,1,305.99,142.33,305.99,142.33,13.61,0,0.0
PE,lagoa do ouro,2,2,2,305.9,67.45,152.95,33.73,14.3,0,0.0
RS,imigrante,3,3,3,305.9,51.45,101.97,17.15,10.39,0,0.0
MA,estreito,3,3,3,305.89,121.76,101.96,40.59,16.56,0,0.0
SC,saudades,4,4,7,305.84,123.11,76.46,30.78,20.52,0,0.0
SC,urubici,3,3,4,305.69,72.89,101.9,24.3,13.46,0,0.0
MG,maria da fe,3,3,3,305.55,60.1,101.85,20.03,10.69,0,0.0
RN,ceara-mirim,2,2,2,305.46,45.56,152.73,22.78,10.21,0,0.0
SP,inubia paulista,3,3,3,304.98,39.72,101.66,13.24,5.32,0,0.0
PA,bonito,2,2,2,304.9,52.7,152.45,26.35,24.18,0,0.0
PA,brasil novo,3,3,3,304.9,91.2,101.63,30.4,26.31,0,0.0
SC,anchieta,3,3,3,302.7,54.83,100.9,18.28,22.18,0,0.0
MT,claudia,4,4,6,302.68,115.7,75.67,28.93,21.42,0,0.0
SP,oscar bressane,3,3,3,301.8,38.13,100.6,12.71,7.72,0,0.0
PA,viseu,1,1,1,301.0,39.02,301.0,39.02,19.26,0,0.0
MA,centro novo do maranhao,1,1,1,299.99,52.82,299.99,52.82,26.33,0,0.0
PE,pocao,1,1,1,299.99,18.54,299.99,18.54,23.19,0,0.0
MT,ribeiraozinho,2,2,2,299.98,58.03,149.99,29.02,16.09,0,0.0
RN,almino afonso,1,1,1,299.9,170.11,299.9,170.11,15.42,0,0.0
SC,sideropolis,4,4,4,299.7,71.41,74.92,17.85,13.41,0,0.0
MG,florestal,3,3,3,299.5,82.97,99.83,27.66,7.91,0,0.0
BA,ibicoara,3,3,3,299.2,60.64,99.73,20.21,16.96,0,0.0
MG,iguatama,3,3,3,299.0,61.4,99.67,20.47,9.92,0,0.0
PR,porto rico,1,1,1,299.0,19.92,299.0,19.92,7.48,0,0.0
MG,pains,3,2,6,298.33,108.44,99.44,36.15,13.4,0,0.0
MG,senador cortes,1,1,2,298.0,102.66,298.0,102.66,9.31,0,0.0
MT,sao jose do rio claro,2,2,2,298.0,53.05,149.0,26.52,15.63,0,0.0
MG,coluna,3,3,3,297.88,46.68,99.29,15.56,11.49,0,0.0
RS,pantano grande,3,3,3,297.79,51.14,99.26,17.05,15.76,0,0.0
SC,tres barras,5,5,5,297.34,83.22,59.47,16.64,10.03,0,0.0
PI,gilbues,1,1,1,296.0,60.51,296.0,60.51,38.4,1,100.0
PE,camutanga,3,3,3,295.8,89.54,98.6,29.85,12.25,0,0.0
PR,curiuva,4,4,4,295.7,68.82,73.92,17.2,10.21,0,0.0
PB,bananeiras,5,5,6,295.24,249.5,59.05,49.9,16.77,1,20.0
PR,colonia vitoria,5,5,6,294.91,111.53,58.98,22.31,19.31,1,20.0
PE,oroco,3,3,3,294.9,94.56,98.3,31.52,24.66,0,0.0
PE,ibimirim,3,3,3,294.79,77.24,98.26,25.75,23.71,1,33.33
PR,angulo,3,3,4,294.7,99.36,98.23,33.12,11.01,0,0.0
MG,carneirinho,3,3,3,294.5,50.53,98.17,16.84,8.0,0,0.0
SC,irani,4,3,4,294.39,77.93,73.6,19.48,13.35,0,0.0
MG,verissimo,3,3,3,294.12,58.89,98.04,19.63,12.32,0,0.0
BA,santa ines,3,3,3,293.9,57.87,97.97,19.29,25.55,1,33.33
SP,barra do turvo,3,3,4,293.9,86.6,97.97,28.87,18.68,1,33.33
PR,tibagi,4,4,4,293.77,92.3,73.44,23.07,12.36,0,0.0
RS,planalto,3,3,3,292.99,44.82,97.66,14.94,9.67,0,0.0
MS,ladario,4,4,5,292.69,87.67,73.17,21.92,16.27,0,0.0
MT,novo sao joaquim,3,3,3,292.6,70.04,97.53,23.35,15.07,0,0.0
SP,cruzalia,3,3,4,292.4,55.85,97.47,18.62,10.65,0,0.0
GO,americano do brasil,3,3,3,291.49,54.8,97.16,18.27,14.82,0,0.0
PE,itapissuma,3,3,3,290.8,80.06,96.93,26.69,19.65,0,0.0
SC,aguas frias,1,1,1,290.0,28.98,290.0,28.98,11.09,0,0.0
SP,guariroba,2,2,2,289.99,30.57,145.0,15.29,8.3,0,0.0
SC,agua doce,1,1,2,289.98,46.07,289.98,46.07,4.11,0,0.0
PR,diamante d'oeste,1,1,1,289.9,17.79,289.9,17.79,17.73,0,0.0
RS,vila flores,3,3,3,289.89,172.61,96.63,57.54,11.47,0,0.0
CE,maranguape,3,3,3,289.87,55.66,96.62,18.55,18.99,1,33.33
SP,dumont,3,3,3,289.7,47.22,96.57,15.74,8.03,0,0.0
SP,iepe,5,5,6,289.58,78.93,57.92,15.79,11.54,0,0.0
BA,taboquinhas,1,1,1,289.0,14.27,289.0,14.27,6.98,0,0.0
MA,cajari,1,1,1,289.0,27.3,289.0,27.3,8.19,0,0.0
MG,laranjal,1,1,1,289.0,27.3,289.0,27.3,8.03,0,0.0
RN,sao jose do campestre,1,1,1,289.0,18.46,289.0,18.46,12.94,0,0.0
SE,pirambu,1,1,1,289.0,16.77,289.0,16.77,21.27,0,0.0
BA,wanderley,2,2,2,288.98,44.13,144.49,22.06,26.2,1,50.0
AC,xapuri,2,2,2,288.93,156.96,144.47,78.48,24.59,0,0.0
SP,rechan,2,2,2,288.8,33.57,144.4,16.79,26.34,1,50.0
MG,ubaporanga,3,3,4,288.78,71.93,96.26,23.98,12.76,0,0.0
PE,bom jardim,1,1,1,287.7,40.06,287.7,40.06,10.35,0,0.0
SP,canitar,2,2,2,287.25,30.67,143.63,15.34,5.66,0,0.0
BA,santa teresinha,2,2,2,287.0,51.1,143.5,25.55,13.45,0,0.0
RS,cacequi,3,3,3,286.99,55.24,95.66,18.41,12.6,0,0.0
MG,sao pedro da uniao,3,3,3,286.89,164.75,95.63,54.92,12.37,0,0.0
RS,tupandi,3,3,3,285.99,75.05,95.33,25.02,15.86,0,0.0
CE,pereiro,3,3,3,285.89,93.85,95.3,31.28,20.06,0,0.0
AM,humaita,4,4,4,285.85,161.86,71.46,40.47,18.24,0,0.0
PR,congonhinhas,2,2,2,285.7,53.16,142.85,26.58,15.33,0,0.0
PB,santa luzia,5,5,5,285.3,175.19,57.06,35.04,28.63,1,20.0
RS,arroio do tigre,2,2,2,285.0,34.0,142.5,17.0,16.45,0,0.0
RO,sao francisco do guapore,2,2,2,284.9,120.71,142.45,60.35,17.6,0,0.0
RJ,monnerat,2,2,2,284.84,92.02,142.42,46.01,20.63,0,0.0
PB,coremas,3,3,3,284.69,82.9,94.9,27.63,17.94,0,0.0
MG,perdigao,6,4,6,284.5,98.58,47.42,16.43,13.11,0,0.0
ES,jeronimo monteiro,2,2,2,284.0,37.11,142.0,18.55,15.71,0,0.0
MG,riacho dos machados,3,2,3,284.0,47.25,94.67,15.75,9.71,0,0.0
PR,urai,3,3,3,283.9,50.49,94.63,16.83,12.52,0,0.0
GO,leopoldo de bulhoes,1,1,1,283.02,17.74,283.02,17.74,18.23,0,0.0
MG,porteirinha,5,5,5,282.69,75.36,56.54,15.07,20.34,1,20.0
SC,balneario gaivota,3,3,3,282.3,46.82,94.1,15.61,13.92,0,0.0
MG,antonio prado de minas,3,3,3,282.0,52.21,94.0,17.4,13.21,0,0.0
MG,abre campo,5,5,5,281.68,85.61,56.34,17.12,11.87,0,0.0
SC,ipumirim,5,5,5,281.41,96.11,56.28,19.22,14.18,0,0.0
MG,aiuruoca,4,4,4,281.09,83.94,70.27,20.98,10.64,0,0.0
PE,itapetim,2,2,3,280.8,91.19,140.4,45.59,17.16,0,0.0
SP,santo expedito,1,1,1,280.0,13.46,280.0,13.46,7.31,0,0.0
MA,porto franco,2,2,2,279.99,69.15,140.0,34.58,32.63,1,50.0
TO,novo alegre,1,1,1,279.99,39.1,279.99,39.1,20.41,0,0.0
BA,coracao de maria,1,1,1,279.9,26.16,279.9,26.16,16.52,0,0.0
MG,sao joao do oriente,2,2,2,279.9,38.21,139.95,19.11,8.5,0,0.0
SP,americo de campos,1,1,1,279.9,13.46,279.9,13.46,10.57,0,0.0
BA,bom jesus da serra,2,2,2,279.89,42.4,139.94,21.2,21.2,0,0.0
BA,pilao arcado,4,4,4,279.87,84.81,69.97,21.2,15.92,0,0.0
RS,formigueiro,2,2,2,279.8,31.47,139.9,15.73,9.54,0,0.0
PR,renascenca,4,4,4,279.6,72.63,69.9,18.16,14.37,0,0.0
MG,medeiros,2,2,2,279.49,38.21,139.75,19.11,12.06,0,0.0
MS,paranhos,1,1,1,279.0,30.99,279.0,30.99,14.16,0,0.0
RO,candeias do jamari,1,1,1,279.0,59.74,279.0,59.74,25.19,0,0.0
ES,vargem alta,5,5,5,278.89,93.46,55.78,18.69,28.54,2,40.0
RS,ibiaca,2,2,2,278.89,41.98,139.44,20.99,14.07,0,0.0
SC,sao jose do cerrito,3,3,3,278.89,54.45,92.96,18.15,10.1,0,0.0
SC,ouro,1,1,2,278.79,31.46,278.79,31.46,16.93,0,0.0
MG,campanario,2,2,2,278.7,34.59,139.35,17.29,10.48,0,0.0
MG,cassia,6,6,6,278.29,86.12,46.38,14.35,8.24,0,0.0
MG,sao sebastiao do rio verde,1,1,2,278.0,54.58,278.0,54.58,11.54,0,0.0
PB,ibiara,1,1,1,278.0,43.98,278.0,43.98,17.0,0,0.0
BA,ibiraja,2,1,2,277.95,52.19,138.97,26.09,36.58,1,50.0
GO,doverlandia,2,2,2,277.92,33.95,138.96,16.98,14.27,0,0.0
RS,gaurama,3,3,4,277.88,78.73,92.63,26.24,10.47,0,0.0
BA,araci,3,3,4,277.87,80.37,92.62,26.79,13.48,0,0.0
BA,sao francisco do conde,3,3,3,276.8,90.53,92.27,30.18,10.3,0,0.0
MG,itapeva,5,4,5,275.7,110.4,55.14,22.08,11.8,0,0.0
MG,ribeirao vermelho,2,2,3,275.7,76.83,137.85,38.41,10.51,0,0.0
SP,aguas de sao pedro,2,2,2,274.99,29.04,137.5,14.52,16.27,0,0.0
BA,santaluz,3,3,3,274.89,59.08,91.63,19.69,57.26,1,33.33
PR,serranopolis do iguacu,2,2,2,274.89,30.84,137.44,15.42,17.39,0,0.0
PR,ivate,3,3,3,273.98,84.36,91.33,28.12,9.93,0,0.0
GO,pirenopolis,4,4,4,273.87,81.87,68.47,20.47,17.78,0,0.0
MS,miranda,4,4,4,273.8,69.36,68.45,17.34,11.45,0,0.0
SP,vista alegre do alto,3,3,3,272.99,54.68,91.0,18.23,17.54,1,33.33
BA,barra do tarrachil,3,1,3,272.9,87.04,90.97,29.01,18.37,1,33.33
MS,itaquirai,2,2,2,272.9,115.82,136.45,57.91,24.51,1,50.0
BA,itiuba,4,4,4,272.89,114.61,68.22,28.65,20.12,0,0.0
SP,pardinho,1,1,2,272.8,82.26,272.8,82.26,14.37,0,0.0
PR,perola,2,2,2,272.74,40.57,136.37,20.29,16.46,0,0.0
SC,chapadao do lageado,1,1,3,272.7,49.2,272.7,49.2,18.0,0,0.0
MG,dom vicoso,2,2,2,272.3,41.5,136.15,20.75,8.56,0,0.0
RS,palmitinho,5,4,5,271.69,88.3,54.34,17.66,14.35,0,0.0
MA,magalhaes de almeida,1,1,1,270.9,52.62,270.9,52.62,25.08,0,0.0
TO,cariri do tocantins,2,2,3,270.89,83.37,135.44,41.69,20.6,0,0.0
MG,vargem grande do rio pardo,1,1,2,270.0,95.98,270.0,95.98,37.16,1,100.0
MG,santana da vargem,4,4,4,269.95,83.65,67.49,20.91,17.09,1,25.0
BA,angical,1,1,1,269.9,23.6,269.9,23.6,22.92,0,0.0
CE,ipaumirim,1,1,1,269.9,37.21,269.9,37.21,22.63,0,0.0
PB,alagoinha,2,2,2,269.9,69.62,134.95,34.81,21.23,0,0.0
PR,itambe,1,1,1,269.9,22.38,269.9,22.38,19.71,0,0.0
PR,itambaraca,2,2,3,269.8,56.47,134.9,28.23,13.26,0,0.0
MG,papagaios,4,3,5,269.67,97.99,67.42,24.5,12.45,0,0.0
BA,itamari,3,3,3,268.98,56.01,89.66,18.67,21.39,0,0.0
PB,frei martinho,2,2,2,268.9,124.31,134.45,62.16,20.84,0,0.0
PI,buriti dos lopes,2,2,2,268.9,87.92,134.45,43.96,9.08,0,0.0
PE,vicencia,2,2,2,268.0,57.48,134.0,28.74,15.29,0,0.0
RS,monte alverne,1,1,1,268.0,14.01,268.0,14.01,12.04,0,0.0
SC,jabora,2,2,2,267.9,34.89,133.95,17.45,21.36,0,0.0
PE,pedra,3,3,3,267.68,82.11,89.23,27.37,31.58,1,33.33
MG,inimutaba,2,2,3,266.7,109.69,133.35,54.84,7.54,0,0.0
ES,alto rio novo,2,2,2,266.5,60.73,133.25,30.37,13.15,0,0.0
PR,janiopolis,3,3,4,265.97,50.25,88.66,16.75,14.66,0,0.0
MG,cabeceira grande,3,2,3,265.89,82.86,88.63,27.62,17.96,0,0.0
MG,setubinha,3,3,4,265.89,62.88,88.63,20.96,9.46,0,0.0
GO,maurilandia,4,4,4,265.63,68.88,66.41,17.22,13.35,0,0.0
MG,itapagipe,5,5,5,265.49,76.01,53.1,15.2,9.13,0,0.0
MG,recreio,3,3,3,264.98,69.21,88.33,23.07,13.35,0,0.0
MG,romaria,2,2,2,264.9,45.56,132.45,22.78,13.22,0,0.0
RN,sao vicente,2,2,2,264.89,111.52,132.44,55.76,41.13,1,50.0
SC,sangao,3,3,3,264.79,51.46,88.26,17.15,21.15,1,33.33
PB,mari,3,3,3,264.55,78.25,88.18,26.08,15.44,0,0.0
SC,atalanta,1,1,1,263.99,87.01,263.99,87.01,17.23,0,0.0
PE,santa cruz,2,2,2,263.9,98.56,131.95,49.28,30.52,1,50.0
PB,itaporanga,2,2,2,263.8,86.12,131.9,43.06,33.31,1,50.0
PR,saudade do iguacu,4,4,4,263.79,64.58,65.95,16.14,11.88,0,0.0
SC,sao pedro de alcantara,2,2,2,263.0,49.91,131.5,24.95,12.11,0,0.0
PR,rondon,2,2,3,262.98,55.88,131.49,27.94,7.69,0,0.0
CE,abaiara,2,2,2,262.9,69.25,131.45,34.63,35.4,1,50.0
MT,vera,3,3,4,262.79,73.45,87.6,24.48,20.14,0,0.0
PR,indianopolis,4,4,4,262.79,65.76,65.7,16.44,13.68,0,0.0
RS,arvorezinha,4,3,4,262.5,66.29,65.63,16.57,15.16,0,0.0
RS,nova alvorada,3,3,4,261.8,70.08,87.27,23.36,12.61,0,0.0
SC,jacinto machado,4,4,4,260.49,186.68,65.12,46.67,13.19,0,0.0
RS,capao do cipo,3,3,5,260.0,140.99,86.67,47.0,15.11,0,0.0
AL,uniao dos palmares,1,1,1,259.99,49.26,259.99,49.26,27.09,0,0.0
MT,feliz natal,1,1,1,259.99,19.39,259.99,19.39,12.94,0,0.0
SP,trabiju,1,1,1,259.99,19.92,259.99,19.92,7.35,0,0.0
MG,goiabeira,2,2,2,259.98,42.29,129.99,21.14,16.2,0,0.0
MA,paraibano,3,3,4,259.91,163.0,86.64,54.33,25.67,0,0.0
PE,santa terezinha,1,1,1,259.9,35.62,259.9,35.62,16.5,0,0.0
PR,salto do itarare,1,1,1,259.9,16.57,259.9,16.57,10.8,0,0.0
PE,itambe,3,3,3,259.88,77.42,86.63,25.81,10.98,0,0.0
ES,mucurici,1,1,2,259.8,155.86,259.8,155.86,12.86,0,0.0
PR,borrazopolis,2,2,3,259.59,52.64,129.8,26.32,10.19,0,0.0
RS,nova esperanca do sul,2,2,6,259.4,109.24,129.7,54.62,9.05,0,0.0
PR,altamira do parana,2,2,2,259.1,48.01,129.55,24.01,10.1,0,0.0
BA,rio do antonio,2,2,3,259.0,42.75,129.5,21.38,12.17,0,0.0
MG,cocais,1,1,1,259.0,22.3,259.0,22.3,17.98,0,0.0
PB,soledade,3,3,3,258.9,309.85,86.3,103.28,20.79,0,0.0
MT,alto garcas,2,2,2,258.8,81.26,129.4,40.63,15.88,0,0.0
RS,dona francisca,2,2,2,258.7,81.45,129.35,40.72,14.26,0,0.0
PB,princesa isabel,1,1,2,258.0,86.62,258.0,86.62,13.91,0,0.0
PI,jose de freitas,3,3,3,257.9,92.52,85.97,30.84,13.41,0,0.0
BA,mucuge,1,1,1,256.99,28.75,256.99,28.75,10.24,0,0.0
MS,bataypora,2,2,2,256.89,35.13,128.44,17.57,11.79,0,0.0
SC,major vieira,3,3,3,256.89,72.14,85.63,24.05,12.29,0,0.0
SC,anita garibaldi,5,5,5,256.78,129.15,51.36,25.83,18.33,0,0.0
PR,santo antonio do caiua,1,1,2,256.3,46.25,256.3,46.25,10.63,0,0.0
SP,bernardino de campos,4,4,4,256.09,72.78,64.02,18.2,11.89,0,0.0
MS,jardim,3,3,3,256.0,78.97,85.33,26.32,8.94,0,0.0
